age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
31,no,,444.27,,7,2,,1,1482,2,1,,3,2, manufacturing director ,1,married,3588.33,9329.67,1,,no,12,3.0,2,part time,1,13.0,5,1.0,13,,3,12,3588.33,1992,43060.0,,,yes
50,no,travel_rarely,1758.71, research & development ,29,4,life sciences,1,1483,2,0,,2,4, manager ,3,married,14205.0,36933.0,0,y,no,15,3.0,2,full time,1,28.0,2,3.0,27,,15,7,14205.0,1973,170460.0, manager  -  research & development ,,yes
33,no,non-travel,290.04, sales ,8,1,life sciences,1,1484,2,1,36.25,2,1, sales representative ,4,,2342.59,6090.75,0,y,,19,3.0,4,part time,0,,2,2.0,2,,2,2,2342.59,1990,28111.13, sales representative  -  sales ,,0
26,yes,,210.68,,2,3,life sciences,1,1485,1,0,,3,1, research scientist ,1,married,1701.67,4424.33,6,y,,14,3.0,2,,1,6.0,2,3.0,3,,1,2,1701.67,1997,,,,yes
38,no,travel_frequently,291.06,,3,4,,1,1486,3,0,,3,1, research scientist ,3,,2350.83,6112.17,3,y,no,16,3.0,1,full time,1,8.0,2,3.0,2,,2,2,2350.83,1985,28210.0,,,false
46,no,,1973.98,,1,4,medical,1,1487,4,0,,3,5, research director ,4,,15943.72,41453.67,9,,no,17,3.0,4,,2,23.0,0,3.0,2,,2,2,15943.72,1977,191324.62,,,1
21,no,,213.57,,-25,1,,1,1488,4,1,26.7,2,1, research scientist ,2,single,,4485.0,1,y,yes,11,3.0,3,part time,0,2.0,6,4.0,2,,2,2,,2002,20700.0,,,1
31,no,travel_frequently,287.96,,20,3,,1,1489,3,0,36.0,4,1, sales representative ,4,married,,6047.17,0,,no,12,,1,part time,1,3.0,4,3.0,2,,2,2,,1992,27910.0,,,false
35,no,,556.26,,11,2,marketing,1,1490,4,0,69.53,3,2, sales executive ,4,divorced,,11681.39,1,,,11,3.0,4,part time,1,5.0,3,3.0,5,,0,2,,1988,53914.11,,,yes
34,no,,556.26,,2,2,,1,1491,4,0,,3,2, manufacturing director ,3,single,,11681.39,2,,no,11,3.0,4,part time,0,,3,,3,,0,2,,1989,53914.11,,,1
33,yes,,848.51,,9,4,,1,1492,1,1,,3,2, sales executive ,1,single,,17818.67,0,,,17,3.0,1,full time,0,6.0,3,3.0,5,,0,3,,1990,82240.0,,,yes
31,yes,,269.29, research & development ,15,3,medical,1,1493,3,0,,3,1, laboratory technician ,3,,,5655.0,1,,no,12,3.0,3,part time,1,,5,2.0,2,,2,2,,1992,26100.0, laboratory technician  -  research & development ,,false
37,no,travel_rarely,591.29,,25,2,,1,1494,3,1,,2,2, healthcare representative ,4,,,12417.17,7,y,no,13,3.0,3,full time,2,9.0,2,3.0,6,,1,3,,1986,57310.0,,,0
27,no,travel_rarely,261.96,,6,3,,1,1495,4,0,,2,1, research scientist ,3,married,2115.83,5501.17,1,y,no,13,,3,,1,4.0,0,3.0,4,2.0,2,2,2115.83,1996,,,,0
35,no,travel_frequently,245.14,,4,4,other,1,1496,4,0,,2,1, laboratory technician ,4,married,1980.0,5148.0,1,,,13,3.0,2,part time,1,2.0,2,4.0,2,,2,2,1980.0,1988,23760.0,,,true
56,no,,1973.98,,4,4,,1,1497,4,1,246.75,3,5, manager ,1,divorced,15943.72,41453.67,4,y,no,13,3.0,4,full time,1,28.0,2,3.0,5,,4,2,15943.72,1967,191324.62,,,false
45,no,,290.04, research & development ,7,3,medical,1,1498,1,1,,3,1, research scientist ,3,,,6090.75,4,,yes,19,3.0,3,part time,1,,2,,3,,0,2,,1978,28111.13, research scientist  -  research & development ,,yes
43,no,travel_rarely,365.13,,2,3,life sciences,1,1499,2,0,,3,1, human resources ,4,,2949.17,7667.83,0,y,no,13,3.0,2,full time,0,,5,3.0,9,,1,8,2949.17,1980,35390.0,,,true
31,no,travel_rarely,564.16,,29,4,marketing,1,1500,1,1,,2,2, sales executive ,4,,,11847.33,1,,,14,3.0,1,full time,2,,3,3.0,12,,5,7,,1992,54680.0,,,1
35,yes,,599.75,,27,3,,1,1501,3,0,74.97,3,2, sales executive ,4,,4844.17,12594.83,1,,,18,3.0,4,full time,0,,2,3.0,10,,7,7,4844.17,1988,58130.0,,,1
35,no,non-travel,556.26, research & development ,2,2,medical,1,1502,2,0,,3,2, manufacturing director ,4,divorced,4492.84,11681.39,2,,no,14,3.0,3,part time,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11, manufacturing director  -  research & development ,,0
30,no,,997.39,,-47,3,medical,1,1503,47,1,,3,3, manufacturing director ,3,single,8055.83,20945.17,9,y,no,14,3.0,2,part time,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,,,false
46,yes,travel_rarely,556.26,,21,2,medical,1,1504,4,1,69.53,3,2, healthcare representative ,2,married,4492.84,11681.39,4,,no,22,4.0,4,part time,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,53914.11,,,0
45,no,non-travel,531.76,,-48,4,,1,1505,48,1,,3,2, sales executive ,3,married,4295.0,11167.0,4,y,,22,4.0,2,,2,10.0,3,4.0,8,,5,7,4295.0,1978,,,,true
43,no,travel_frequently,585.52,,2,4,life sciences,1,1506,1,0,,3,2, sales executive ,4,married,4729.17,12295.83,1,,,20,4.0,3,,1,7.0,5,3.0,7,,7,7,4729.17,1980,,,,0
46,yes,,754.62,,10,3,life sciences,1,1507,3,1,,3,3, sales executive ,2,,6095.0,15847.0,5,y,,21,4.0,3,part time,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,,,false
40,no,travel_rarely,1582.77, research & development ,1,4,,1,1508,1,0,,3,4, manager ,1,,12783.92,33238.2,2,y,,11,3.0,1,full time,1,22.0,3,,19,,11,16,12783.92,1983,153407.07, manager  -  research & development ,,yes
27,no,travel_rarely,556.26, sales ,2,2,,1,1509,1,1,69.53,4,2, sales executive ,3,single,4492.84,11681.39,0,y,no,14,3.0,2,part time,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11, sales executive  -  sales ,,true
42,no,,1032.49,,6,3,medical,1,1510,3,0,,3,3, research director ,1,married,8339.32,21682.23,9,y,no,13,3.0,2,,1,18.0,3,4.0,13,,5,7,8339.32,1981,100071.84,,,0
26,no,travel_frequently,290.04,,6,3,other,1,1511,3,0,36.25,4,1, laboratory technician ,4,married,2342.59,6090.75,0,,no,18,3.0,1,part time,1,8.0,3,3.0,7,,7,7,2342.59,1997,28111.13,,,true
28,no,travel_frequently,556.26,,1,2,life sciences,1,1512,3,0,,2,2, sales executive ,4,married,,11681.39,1,,,12,3.0,3,part time,1,7.0,2,3.0,7,,0,7,,1995,53914.11,,,yes
31,no,travel_rarely,290.04, research & development ,5,4,,1,1513,3,0,36.25,3,1, research scientist ,4,married,,6090.75,0,,,12,3.0,3,part time,1,,4,3.0,5,,0,3,,1992,28111.13, research scientist  -  research & development ,,1
31,no,travel_rarely,661.35,,2,3,human resources,1,1514,1,0,82.67,2,2, human resources ,1,,5341.67,13888.33,3,y,no,12,3.0,4,full time,0,,1,3.0,2,,1,0,5341.67,1992,64100.0,,,true
31,no,,290.04, research & development ,2,4,,1,1515,3,0,,3,1, research scientist ,4,,,6090.75,0,y,,18,3.0,2,part time,1,3.0,2,1.0,2,,2,2,,1992,28111.13, research scientist  -  research & development ,,true
52,yes,,509.79,,8,4,medical,1,1516,3,0,,2,2, research scientist ,2,,4117.5,10705.5,2,,no,15,,1,part time,0,11.0,3,2.0,8,,7,7,4117.5,1971,49410.0,,,false
28,yes,,290.04,,2,4,medical,1,1517,1,0,,1,1, research scientist ,4,married,2342.59,6090.75,5,y,yes,13,3.0,4,part time,0,,4,2.0,3,,2,2,2342.59,1995,28111.13,,,true
47,no,travel_rarely,1973.98,,5,5,,1,1518,4,0,,3,5, research director ,3,married,,41453.67,4,y,,11,3.0,2,full time,1,21.0,2,3.0,3,,1,1,,1976,191324.62,,,1
29,no,,410.94,,9,5,other,1,1519,2,0,,2,1, laboratory technician ,4,,,8629.83,0,,no,17,3.0,3,full time,0,4.0,2,,3,,2,2,,1994,39830.0,,,false
37,no,,654.85,,5,2,medical,1,1520,4,0,,3,2, manufacturing director ,4,,5289.17,13751.83,7,y,no,16,3.0,3,full time,2,8.0,2,2.0,6,,0,4,5289.17,1986,63470.0,,,0
23,no,,299.62,,-22,1,,1,1521,3,0,,3,1, research scientist ,4,,,6292.0,1,y,,12,3.0,3,full time,2,,2,2.0,4,,0,2,,2000,29040.0,,,0
42,no,travel_rarely,278.16, human resources ,2,1,,1,1522,3,0,34.77,3,1, human resources ,3,divorced,2246.67,5841.33,0,y,yes,11,3.0,3,part time,1,4.0,5,3.0,3,,1,0,2246.67,1981,26960.0, human resources  -  human resources ,,1
30,no,,556.26, sales ,-28,2,,1,1523,4,1,69.53,3,2, sales executive ,3,,4492.84,11681.39,7,,,12,3.0,2,part time,1,4.0,2,4.0,2,,2,2,4492.84,1993,53914.11, sales executive  -  sales ,,yes
21,yes,,224.3,,1,1,,1,1524,1,1,,2,1, sales representative ,2,single,1811.67,4710.33,1,,,11,3.0,3,part time,0,3.0,3,3.0,3,,1,2,1811.67,2002,21740.0,,,0
57,no,travel_rarely,696.94,,1,4,medical,1,1525,4,0,,3,2, healthcare representative ,3,,5629.17,14635.83,2,,no,11,3.0,3,full time,0,,2,3.0,3,,1,2,5629.17,1966,67550.0,,,false
21,no,,290.04,,9,2,,1,1526,1,0,,3,1, sales representative ,4,single,2342.59,6090.75,1,,,24,4.0,3,part time,0,3.0,3,2.0,3,2.0,2,2,2342.59,2002,28111.13,,,yes
31,no,travel_rarely,274.13,,9,4,life sciences,1,1527,3,0,,2,1, research scientist ,2,,2214.17,5756.83,0,y,,16,3.0,4,part time,0,3.0,5,3.0,2,,2,2,2214.17,1992,26570.0,,,false
29,no,,290.04, research & development ,23,3,,1,1528,4,0,,3,1, research scientist ,4,,,6090.75,9,,no,16,,4,part time,0,6.0,4,3.0,3,,1,2,,1994,28111.13, research scientist  -  research & development ,,yes
27,no,travel_rarely,290.04,,1,2,,1,1529,4,0,,3,1, laboratory technician ,2,,,6090.75,1,,no,11,3.0,2,part time,1,5.0,2,3.0,5,,0,4,,1996,28111.13,,,true
49,no,travel_rarely,1131.31,,7,3,other,1,1530,2,0,,2,3, healthcare representative ,3,single,,23757.5,8,y,no,24,4.0,3,full time,0,,2,3.0,5,,0,0,,1974,109650.0,,,0
36,no,travel_rarely,262.37,,2,3,,1,1531,4,1,,3,1, research scientist ,3,married,2119.17,5509.83,4,,no,13,3.0,2,,1,,3,3.0,2,,2,2,2119.17,1987,,,,true
34,yes,non-travel,547.24,,-37,3,marketing,1,1532,1,0,,4,2, sales executive ,4,,4420.0,11492.0,8,,yes,13,3.0,2,,0,,3,2.0,5,,0,4,4420.0,1989,,,,1
24,no,,556.26,,-32,4,marketing,1,1533,4,1,,3,2, sales executive ,3,divorced,4492.84,11681.39,1,,yes,12,3.0,4,part time,1,,2,4.0,5,,0,3,4492.84,1999,53914.11,,,1
42,no,,290.04,,1,4,,1,1534,2,1,,3,1, laboratory technician ,1,,2342.59,6090.75,3,y,no,16,3.0,2,part time,1,8.0,5,3.0,5,,1,2,2342.59,1981,28111.13,,,true
54,no,,2002.21,,5,2,medical,1,1535,1,0,,3,5, research director ,1,married,16171.67,42046.33,4,y,,11,3.0,3,,1,24.0,4,2.0,4,,1,2,16171.67,1969,,,,1
34,no,,674.56,,4,4,,1,1536,3,1,,3,2, sales executive ,3,married,,14165.67,9,y,no,15,3.0,1,full time,1,,3,3.0,3,,1,2,,1989,65380.0,,,1
43,no,,232.97,,21,3,,1,1537,4,0,29.12,3,1, laboratory technician ,4,,1881.67,4892.33,7,y,,20,4.0,1,part time,1,,1,3.0,3,,1,2,1881.67,1980,22580.0,,,1
43,no,travel_rarely,556.26,,8,4,other,1,1538,3,1,,3,2, healthcare representative ,3,,4492.84,11681.39,4,,yes,14,3.0,4,,0,,3,3.0,5,,0,2,4492.84,1980,,,,1
31,no,travel_rarely,228.84,,1,2,,1,1539,4,0,,2,1, laboratory technician ,1,married,1848.33,4805.67,1,y,no,12,3.0,3,,1,4.0,3,,4,,3,2,1848.33,1992,,,,1
25,yes,travel_rarely,290.04,,3,3,medical,1,1540,1,0,36.25,3,1, laboratory technician ,1,married,,6090.75,5,y,no,13,3.0,3,part time,1,6.0,5,,2,,0,2,,1998,28111.13,,,true
45,no,,273.83,,10,2,life sciences,1,1541,1,0,,3,1, research scientist ,4,married,,5750.33,3,,no,21,,4,part time,2,8.0,3,2.0,2,,0,2,,1978,26540.0,,,yes
45,no,travel_rarely,1582.77,,-33,2,medical,1,1542,3,0,,3,4, healthcare representative ,4,married,12783.92,33238.2,0,y,yes,14,3.0,2,full time,0,21.0,2,3.0,20,,4,10,12783.92,1978,153407.07,,,yes
47,yes,non-travel,1032.49,,29,4,life sciences,1,1543,1,0,129.06,3,3, manager ,2,married,,21682.23,1,,,12,3.0,4,part time,1,,2,2.0,10,,9,9,,1976,100071.84,,,0
35,no,,1032.49,,-38,3,life sciences,1,1544,2,1,,4,3, manager ,2,divorced,8339.32,21682.23,7,y,,18,,2,,1,10.0,6,2.0,7,,6,2,8339.32,1988,,,,1
29,no,travel_frequently,556.26,,2,2,,1,1545,2,0,69.53,3,2, sales executive ,4,single,4492.84,11681.39,1,y,,18,3.0,1,part time,0,,3,,10,,0,9,4492.84,1994,53914.11,,,yes
55,no,travel_rarely,556.26, research & development ,-17,2,technical degree,1,1546,17,0,,3,2, laboratory technician ,4,married,4492.84,11681.39,3,y,,19,,4,,1,12.0,4,3.0,10,,0,8,4492.84,1968,, laboratory technician  -  research & development ,,yes
26,yes,travel_rarely,601.3,,4,4,,1,1547,4,0,,2,2, sales executive ,4,single,,12627.33,1,,,12,3.0,2,full time,0,,0,,8,,7,4,,1997,58280.0,,,1
31,no,travel_rarely,556.26,,7,3,technical degree,1,1548,2,0,,4,2, sales executive ,4,,,11681.39,4,,,11,3.0,2,part time,1,10.0,3,2.0,8,,7,7,,1992,53914.11,,,false
43,no,travel_frequently,253.29,,10,4,life sciences,1,1549,3,1,,3,1, laboratory technician ,4,,2045.83,5319.17,0,y,no,19,3.0,1,part time,0,,5,3.0,8,,1,7,2045.83,1980,24550.0,,,0
31,no,travel_rarely,556.26,,7,3,marketing,1,1550,4,0,,3,2, sales executive ,4,,4492.84,11681.39,4,y,,12,3.0,4,,3,13.0,3,3.0,7,,1,7,4492.84,1992,,,,1
32,no,,521.55,,2,4,medical,1,1551,1,1,65.19,4,2, research scientist ,4,single,,10952.5,7,y,,16,3.0,3,part time,0,,0,2.0,7,,0,7,,1991,50550.0,,,false
33,no,,483.06,,10,3,,1,1552,2,0,,2,2, sales executive ,4,,3901.67,10144.33,3,,no,14,3.0,3,,0,,6,2.0,7,,0,1,3901.67,1990,,,,true
43,no,travel_frequently,542.39, research & development ,-30,4,life sciences,1,1553,3,1,,2,2, laboratory technician ,3,divorced,4380.83,11390.17,1,y,no,11,,2,,1,9.0,3,4.0,9,,0,0,4380.83,1980,, laboratory technician  -  research & development ,,false
29,yes,travel_rarely,218.63,,8,4,,1,1554,2,0,,1,1, laboratory technician ,1,,1765.83,4591.17,1,y,,11,3.0,4,,0,7.0,4,2.0,7,,0,7,1765.83,1994,,,,1
27,no,,556.26, sales ,-12,4,,1,1555,2,1,,3,2, sales executive ,2,,4492.84,11681.39,1,y,no,18,3.0,1,part time,1,8.0,3,3.0,8,,0,7,4492.84,1996,53914.11, sales executive  -  sales ,,1
29,no,travel_rarely,556.26,,10,1,,1,1556,4,1,,2,2, sales executive ,2,divorced,4492.84,11681.39,1,y,yes,14,3.0,1,,2,7.0,2,3.0,7,,1,7,4492.84,1994,,,,yes
37,no,,616.37,,6,3,medical,1,1557,3,0,,4,2, research scientist ,1,divorced,,12943.67,4,,,13,3.0,1,full time,2,13.0,2,3.0,7,,6,7,,1986,59740.0,,,yes
26,no,travel_rarely,556.26,,1,3,,1,1558,3,0,69.53,3,2, sales executive ,3,,,11681.39,1,y,,17,3.0,2,part time,1,,3,3.0,8,,7,7,,1997,53914.11,,,0
40,no,travel_rarely,290.04,,10,4,life sciences,1,1559,4,1,,4,1, laboratory technician ,3,married,,6090.75,3,y,yes,13,3.0,3,part time,1,,3,3.0,7,,1,7,,1983,28111.13,,,yes
41,yes,,556.26,,4,3,,1,1560,1,0,69.53,3,2, sales executive ,2,,4492.84,11681.39,1,,no,18,3.0,3,part time,0,8.0,5,3.0,8,,7,7,4492.84,1982,53914.11,,,true
51,no,travel_rarely,556.26,,-31,2,,1,1561,31,1,69.53,3,2, sales executive ,4,,,11681.39,4,,no,11,3.0,3,part time,1,18.0,2,2.0,7,,0,7,,1972,53914.11,,,false
37,no,,313.03,,14,3,,1,1562,4,1,,3,1, laboratory technician ,1,,2528.33,6573.67,1,,no,12,3.0,3,full time,1,,2,2.0,18,,12,17,2528.33,1986,30340.0,,,0
56,no,,1363.14,,6,3,life sciences,1,1563,3,1,,4,4, sales executive ,1,married,11010.0,28626.0,9,y,no,11,3.0,4,full time,3,36.0,0,2.0,7,,7,7,11010.0,1967,132120.0,,,yes
41,no,travel_rarely,865.84, sales ,1,3,marketing,1,1564,2,0,108.23,4,3, sales executive ,1,married,6993.33,18182.67,1,,,16,3.0,3,part time,1,10.0,2,3.0,10,,0,7,6993.33,1982,83920.0, sales executive  -  sales ,,yes
46,no,,556.26,,18,3,medical,1,1565,3,1,,3,2, manufacturing director ,3,,4492.84,11681.39,2,y,no,14,3.0,3,,1,19.0,5,2.0,10,,0,8,4492.84,1977,,,,false
30,no,non-travel,290.04,,2,3,,1,1566,3,1,,3,1, laboratory technician ,4,single,2342.59,6090.75,0,y,,14,3.0,3,part time,0,12.0,2,2.0,11,,6,7,2342.59,1993,28111.13,,,true
35,no,travel_rarely,1032.49,,16,3,life sciences,1,1567,4,0,,3,3, healthcare representative ,3,,,21682.23,4,,yes,12,3.0,3,part time,0,10.0,2,3.0,8,,0,0,,1988,100071.84,,,1
48,no,travel_rarely,417.96,,2,5,,1,1568,2,1,,3,2, sales executive ,4,married,3375.83,8777.17,2,,no,14,3.0,1,part time,1,14.0,2,3.0,9,,6,7,3375.83,1975,40510.0,,,true
45,no,travel_rarely,495.75,,2,3,other,1,1569,4,0,,3,2, sales executive ,2,,,10410.83,0,,no,19,3.0,2,part time,1,,3,4.0,8,,3,7,,1978,48050.0,,,false
26,yes,travel_frequently,282.8,,17,4,life sciences,1,1570,2,1,,3,1, human resources ,3,,,5938.83,0,y,yes,11,3.0,2,part time,1,8.0,2,,7,,1,0,,1997,27410.0,,,yes
41,no,,556.26,,2,4,other,1,1571,1,1,69.53,2,2, healthcare representative ,3,single,4492.84,11681.39,2,y,yes,17,3.0,1,part time,0,10.0,3,3.0,8,,0,7,4492.84,1982,53914.11,,,yes
34,no,,550.64,,21,4,,1,1572,4,0,,4,2, sales executive ,4,single,,11563.5,1,,,12,3.0,4,part time,0,10.0,3,3.0,10,,5,7,,1989,53370.0,,,false
31,no,travel_rarely,556.26,,-29,4,medical,1,1573,1,0,69.53,4,2, sales executive ,4,divorced,,11681.39,4,y,no,22,4.0,4,part time,2,13.0,4,4.0,7,,5,7,,1992,53914.11,,,1
43,no,travel_frequently,556.26,,9,5,,1,1574,4,0,69.53,3,2, laboratory technician ,3,divorced,4492.84,11681.39,3,y,,13,3.0,2,part time,1,10.0,3,3.0,8,,4,7,4492.84,1980,53914.11,,,true
53,no,,556.26, sales ,1,1,,1,1575,4,1,69.53,3,2, sales executive ,1,single,,11681.39,7,y,,20,4.0,4,part time,0,18.0,2,4.0,14,,8,10,,1970,53914.11, sales executive  -  sales ,,false
37,no,travel_rarely,973.35,,3,3,other,1,1576,3,0,,3,3, manufacturing director ,3,married,7861.67,20440.33,1,,no,15,,3,part time,1,,2,3.0,10,,7,8,7861.67,1986,94340.0,,,1
54,no,,1032.49,,-24,4,,1,1577,3,0,129.06,3,3, human resources ,2,,8339.32,21682.23,2,y,,15,,3,part time,1,16.0,1,4.0,9,,7,1,8339.32,1969,100071.84,,,false
38,no,travel_rarely,556.26, sales ,7,4,marketing,1,1578,4,1,,2,2, sales executive ,4,,4492.84,11681.39,0,,no,20,,1,part time,0,,2,3.0,7,,0,5,4492.84,1985,53914.11, sales executive  -  sales ,,1
29,no,,290.04, research & development ,1,4,life sciences,1,1579,2,0,,1,1, research scientist ,4,divorced,2342.59,6090.75,1,y,,18,3.0,4,,1,10.0,5,3.0,10,,2,8,2342.59,1994,, research scientist  -  research & development ,,true
34,no,,1032.49,,9,3,medical,1,1580,4,1,,2,3, healthcare representative ,2,,8339.32,21682.23,1,,,14,3.0,2,,0,9.0,3,4.0,8,,7,7,8339.32,1989,100071.84,,,yes
39,no,,556.26,,2,4,technical degree,1,1581,4,1,,2,2, healthcare representative ,3,single,4492.84,11681.39,1,,no,11,3.0,1,part time,0,20.0,4,3.0,20,7.0,11,10,4492.84,1984,53914.11,,,0
32,no,,556.73,,10,3,marketing,1,1582,4,0,,3,2, sales executive ,4,,4496.67,11691.33,1,,,12,3.0,4,,0,10.0,2,2.0,10,,0,8,4496.67,1991,,,,true
38,no,travel_rarely,556.26,,1,4,life sciences,1,1583,2,1,,4,2, healthcare representative ,4,,4492.84,11681.39,0,y,,13,3.0,3,part time,0,10.0,4,,9,,1,8,4492.84,1985,53914.11,,,false
27,no,travel_rarely,1032.49,,1,2,life sciences,1,1584,3,1,,3,3, manufacturing director ,1,married,,21682.23,1,,,11,3.0,4,part time,0,9.0,3,3.0,9,,0,7,,1996,100071.84,,,0
thirty-two,no,travel_rarely,1151.33,,3,2,life sciences,1,1585,3,1,,3,3, research director ,4,single,,24177.83,3,,,15,3.0,4,full time,0,10.0,6,3.0,7,,7,7,,1991,111590.0,,,0
47,no,,511.75,,14,4,marketing,1,1586,4,0,,3,2, sales executive ,1,single,,10746.67,2,,,12,3.0,4,part time,0,20.0,2,3.0,7,,1,7,,1976,49600.0,,,0
27,no,travel_frequently,907.21,,10,2,,1,1587,4,0,,3,3, manufacturing director ,1,,7327.5,19051.5,1,y,no,21,4.0,3,part time,2,9.0,4,2.0,9,,1,7,7327.5,1996,87930.0,,,1
41,no,,1979.82,,1,3,,1,1588,4,0,247.48,2,5, manager ,3,,15990.83,41576.17,1,y,no,12,,2,full time,1,22.0,3,3.0,22,,2,10,15990.83,1982,191890.0,,,0
28,yes,,228.63, research & development ,1,2,,1,1589,1,1,,1,1, research scientist ,2,,,4801.33,7,,yes,13,3.0,4,part time,0,10.0,4,3.0,7,,3,7,,1995,22160.0, research scientist  -  research & development ,,yes
36,no,,1208.48, research & development ,8,3,,1,1590,1,1,,4,3, research director ,1,married,9760.83,25378.17,9,y,,14,3.0,1,full time,1,10.0,2,3.0,8,,0,5,9760.83,1987,117130.0, research director  -  research & development ,,0
30,no,,547.24,,-35,5,marketing,1,1591,35,0,68.4,3,2, sales executive ,4,divorced,4420.0,11492.0,7,y,no,23,,4,part time,1,10.0,2,2.0,8,,7,7,4420.0,1993,53040.0,,,0
56,no,travel_rarely,1145.55,,9,3,,1,1592,3,0,,3,4, healthcare representative ,4,married,9252.5,24056.5,7,,no,11,3.0,3,full time,0,30.0,1,2.0,10,,1,1,9252.5,1967,111030.0,,,true
45,no,travel_rarely,684.25,,2,2,,1,1593,2,0,,1,2, sales representative ,3,single,5526.67,14369.33,0,,no,13,3.0,1,full time,0,9.0,3,3.0,8,,3,1,5526.67,1978,66320.0,,,true
36,no,non-travel,782.79,,8,4,,1,1594,1,0,,2,3, sales executive ,1,single,6322.5,16438.5,1,y,,15,3.0,2,part time,0,10.0,1,3.0,10,,0,9,6322.5,1987,75870.0,,,yes
29,no,,447.26,,27,3,medical,1,1595,2,1,,3,2, healthcare representative ,3,married,3612.5,9392.5,4,,no,12,3.0,1,part time,1,11.0,3,2.0,8,,1,1,3612.5,1994,43350.0,,,yes
38,no,,616.98,,2,4,life sciences,1,1596,1,1,,4,2, manufacturing director ,1,single,4983.33,12956.67,6,,,12,3.0,4,full time,0,17.0,2,3.0,15,,4,12,4983.33,1985,59800.0,,,false
40,no,,437.87,,2,2,medical,1,1597,3,1,,4,2, healthcare representative ,2,,,9195.33,1,y,no,24,4.0,4,part time,1,8.0,2,3.0,8,,3,7,,1983,42440.0,,,yes
42,no,travel_frequently,1973.98,,8,3,,1,1598,2,0,,3,5, manager ,4,,,41453.67,1,,no,13,3.0,2,full time,1,24.0,4,2.0,24,,14,9,,1981,191324.62,,,1
36,no,travel_rarely,539.4,,1,3,other,1,1599,3,1,67.42,3,2, manufacturing director ,2,,4356.67,11327.33,0,,,15,3.0,1,part time,1,,2,3.0,9,,0,5,4356.67,1987,52280.0,,,1
29,no,travel_rarely,278.57,,23,2,,1,1600,3,0,34.82,4,1, research scientist ,3,married,2250.0,5850.0,1,,,24,4.0,3,part time,1,10.0,3,3.0,10,,0,7,2250.0,1994,27000.0,,,false
55,yes,,556.26,,2,1,medical,1,1601,3,0,,3,2, sales executive ,4,single,4492.84,11681.39,4,y,,16,3.0,3,,0,,3,2.0,9,,7,3,4492.84,1968,,,,yes
28,no,,556.26, sales ,-43,4,,1,1602,43,1,,3,2, sales executive ,2,,4492.84,11681.39,1,y,,20,4.0,1,part time,0,8.0,2,3.0,8,,7,5,4492.84,1995,53914.11, sales executive  -  sales ,,0
26,yes,,244.11,,5,2,medical,1,1603,3,1,,2,1, research scientist ,3,married,1971.67,5126.33,1,,,14,3.0,1,part time,1,8.0,2,3.0,8,,1,7,1971.67,1997,23660.0,,,true
44,no,,290.04,,9,2,,1,1604,2,0,,3,1, research scientist ,1,,,6090.75,1,,yes,13,3.0,4,part time,0,8.0,0,3.0,8,,7,1,,1979,28111.13,,,false
41,yes,,290.04, research & development ,2,4,life sciences,1,1605,2,1,,1,1, laboratory technician ,4,divorced,,6090.75,4,,yes,13,3.0,3,part time,1,,1,2.0,7,,1,0,,1982,28111.13, laboratory technician  -  research & development ,,yes
31,no,travel_rarely,240.29,,7,4,,1,1606,2,0,,2,1, sales representative ,3,,,5046.17,3,,,15,,2,part time,0,,2,4.0,7,,5,2,,1992,23290.0,,,true
26,no,travel_frequently,443.03, sales ,1,3,medical,1,1607,3,0,,2,2, sales executive ,1,,3578.33,9303.67,1,y,,12,3.0,2,part time,0,,2,3.0,7,,0,7,3578.33,1997,42940.0, sales executive  -  sales ,,1
31,no,,556.26,,12,3,medical,1,1608,4,1,,3,2, healthcare representative ,4,,,11681.39,0,,,11,3.0,3,part time,2,10.0,2,1.0,9,,8,5,,1992,53914.11,,,true
32,no,,693.85,,3,4,medical,1,1609,3,1,,3,2, manufacturing director ,1,married,,14570.83,1,,,12,3.0,3,full time,1,8.0,2,4.0,8,,6,3,,1991,67250.0,,,1
36,yes,travel_rarely,1065.28,,3,1,life sciences,1,1610,3,0,133.16,2,3, sales executive ,4,married,8604.17,22370.83,1,y,,11,,1,full time,1,,6,3.0,16,,3,7,8604.17,1987,103250.0,,,0
45,no,non-travel,458.82,,4,2,,1,1611,3,0,,3,2, laboratory technician ,2,,3705.83,9635.17,1,,,12,3.0,2,part time,0,,5,2.0,9,,0,8,3705.83,1978,44470.0,,,1
